30/03/2016 09:05:16	Info	PLC is successfully connected.
30/03/2016 09:05:17	Info	Sensor is successfully connected.
30/03/2016 09:05:21	Info	Start 3D scan.
30/03/2016 09:05:23	Info	31.4
30/03/2016 09:05:25	Info	35
30/03/2016 09:05:27	Info	38.6
30/03/2016 09:05:29	Info	42.2
30/03/2016 09:05:31	Info	45.8
30/03/2016 09:05:33	Info	49.4
30/03/2016 09:05:35	Info	53
30/03/2016 09:05:37	Info	56.6
30/03/2016 09:05:39	Info	60.2
30/03/2016 09:05:41	Info	63.8
30/03/2016 09:05:43	Info	67.4
30/03/2016 09:05:45	Info	71
30/03/2016 09:05:47	Info	74.6
30/03/2016 09:05:49	Info	78.2
30/03/2016 09:05:51	Info	81.8
30/03/2016 09:05:53	Info	85.4
30/03/2016 09:05:55	Info	89
30/03/2016 09:05:57	Info	92.6
30/03/2016 09:05:59	Info	96.2
30/03/2016 09:06:01	Info	99.8
30/03/2016 09:06:03	Info	103.4
30/03/2016 09:06:05	Info	107
30/03/2016 09:06:07	Info	110.6
30/03/2016 09:06:09	Info	114.2
30/03/2016 09:06:11	Info	117.8
30/03/2016 09:06:13	Info	121.4
30/03/2016 09:06:15	Info	125
30/03/2016 09:06:17	Info	128.6
30/03/2016 09:06:19	Info	132.2
30/03/2016 09:06:21	Info	135.8
30/03/2016 09:06:23	Info	139.4
30/03/2016 09:06:25	Info	143
30/03/2016 09:06:27	Info	Scan 3D finished.
30/03/2016 09:06:28	Info	146.6
30/03/2016 09:06:46	Info	Sensor is disconnected.
30/03/2016 09:06:47	Info	PLC is disconnected.
30/03/2016 09:14:53	Info	PLC is successfully connected.
30/03/2016 09:14:54	Info	Sensor is successfully connected.
30/03/2016 09:16:10	Info	Sensor is disconnected.
30/03/2016 09:16:10	Info	PLC is disconnected.
